dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
1845-12-01;4.075;1.996;Aix En Provence;France;44.20N;4.47E
1846-01-01;4.026;2.056;Aix En Provence;France;44.20N;4.47E
1846-02-01;6.041;1.675;Aix En Provence;France;44.20N;4.47E
1846-03-01;8.312;1.589;Aix En Provence;France;44.20N;4.47E
1846-04-01;10.376;1.798;Aix En Provence;France;44.20N;4.47E
1846-05-01;15.157;2.021;Aix En Provence;France;44.20N;4.47E
1846-06-01;21.042;2.143;Aix En Provence;France;44.20N;4.47E
1846-07-01;22.604;2.022;Aix En Provence;France;44.20N;4.47E
1846-08-01;20.958;1.493;Aix En Provence;France;44.20N;4.47E
1846-09-01;17.23;1.797;Aix En Provence;France;44.20N;4.47E
1846-10-01;10.635;1.453;Aix En Provence;France;44.20N;4.47E
1846-11-01;6.719;1.642;Aix En Provence;France;44.20N;4.47E
1846-12-01;0.178;0.932;Aix En Provence;France;44.20N;4.47E
1847-01-01;2.71;5.67;Aix En Provence;France;44.20N;4.47E
1847-02-01;2.682;1.134;Aix En Provence;France;44.20N;4.47E
1847-03-01;5.544;2.183;Aix En Provence;France;44.20N;4.47E
1847-04-01;8.77;0.789;Aix En Provence;France;44.20N;4.47E
1847-05-01;16.555;0.773;Aix En Provence;France;44.20N;4.47E
1847-06-01;16.924;1.621;Aix En Provence;France;44.20N;4.47E
1847-07-01;21.518;1.397;Aix En Provence;France;44.20N;4.47E
1847-08-01;19.994;1.413;Aix En Provence;France;44.20N;4.47E
1847-09-01;15.38;0.872;Aix En Provence;France;44.20N;4.47E
1847-10-01;11.468;0.961;Aix En Provence;France;44.20N;4.47E
1847-11-01;6.359;1.344;Aix En Provence;France;44.20N;4.47E
1847-12-01;2.899;1.991;Aix En Provence;France;44.20N;4.47E
1848-01-01;-0.709;1.546;Aix En Provence;France;44.20N;4.47E
1848-02-01;4.621;1.763;Aix En Provence;France;44.20N;4.47E
1848-03-01;6.382;0.915;Aix En Provence;France;44.20N;4.47E
1848-04-01;10.615;1.393;Aix En Provence;France;44.20N;4.47E
1848-05-01;15.305;1.558;Aix En Provence;France;44.20N;4.47E
1848-06-01;18.365;1.927;Aix En Provence;France;44.20N;4.47E
1848-07-01;20.943;1.948;Aix En Provence;France;44.20N;4.47E
1848-08-01;20.298;1.593;Aix En Provence;France;44.20N;4.47E
1848-09-01;15.835;1.495;Aix En Provence;France;44.20N;4.47E
1848-10-01;11.027;1.159;Aix En Provence;France;44.20N;4.47E
1848-11-01;4.861;1.141;Aix En Provence;France;44.20N;4.47E
1848-12-01;3.456;1.407;Aix En Provence;France;44.20N;4.47E
1849-01-01;3.188;1.339;Aix En Provence;France;44.20N;4.47E
1849-02-01;5.739;1.205;Aix En Provence;France;44.20N;4.47E
1849-03-01;6.177;1.755;Aix En Provence;France;44.20N;4.47E
1849-04-01;8.089;1.491;Aix En Provence;France;44.20N;4.47E
1849-05-01;14.672;0.854;Aix En Provence;France;44.20N;4.47E
1849-06-01;20.02;1.55;Aix En Provence;France;44.20N;4.47E
1849-07-01;21.186;1.217;Aix En Provence;France;44.20N;4.47E
1849-08-01;19.61;1.305;Aix En Provence;France;44.20N;4.47E
1849-09-01;16.428;1.411;Aix En Provence;France;44.20N;4.47E
1849-10-01;12.218;1.296;Aix En Provence;France;44.20N;4.47E
1849-11-01;5.804;1.784;Aix En Provence;France;44.20N;4.47E
1849-12-01;1.828;1.673;Aix En Provence;France;44.20N;4.47E
1850-01-01;-0.093;1.963;Aix En Provence;France;44.20N;4.47E
1850-02-01;5.732;1.586;Aix En Provence;France;44.20N;4.47E
1850-03-01;5.63;2.844;Aix En Provence;France;44.20N;4.47E
1850-04-01;10.013;1.852;Aix En Provence;France;44.20N;4.47E
1850-05-01;12.432;0.704;Aix En Provence;France;44.20N;4.47E
1850-06-01;18.549;1.018;Aix En Provence;France;44.20N;4.47E
1850-07-01;20.555;0.962;Aix En Provence;France;44.20N;4.47E
1850-08-01;19.409;1.112;Aix En Provence;France;44.20N;4.47E
1850-09-01;15.224;0.966;Aix En Provence;France;44.20N;4.47E
1850-10-01;9.248;0.936;Aix En Provence;France;44.20N;4.47E
1850-11-01;7.192;1.796;Aix En Provence;France;44.20N;4.47E
1850-12-01;3.489;1.08;Aix En Provence;France;44.20N;4.47E
1851-01-01;3.635;0.751;Aix En Provence;France;44.20N;4.47E
1851-02-01;3.555;0.569;Aix En Provence;France;44.20N;4.47E
1851-03-01;5.741;1.397;Aix En Provence;France;44.20N;4.47E
1851-04-01;10.052;1.728;Aix En Provence;France;44.20N;4.47E
1851-05-01;11.936;0.985;Aix En Provence;France;44.20N;4.47E
1851-06-01;18.916;1.294;Aix En Provence;France;44.20N;4.47E
1851-07-01;19.695;1.615;Aix En Provence;France;44.20N;4.47E
1851-08-01;20.201;1.737;Aix En Provence;France;44.20N;4.47E
1851-09-01;14.465;1.67;Aix En Provence;France;44.20N;4.47E
1851-10-01;11.797;2.297;Aix En Provence;France;44.20N;4.47E
1851-11-01;2.996;1.147;Aix En Provence;France;44.20N;4.47E
1851-12-01;1.237;3.441;Aix En Provence;France;44.20N;4.47E
1852-01-01;3.836;3.019;Aix En Provence;France;44.20N;4.47E
1852-02-01;3.779;1.067;Aix En Provence;France;44.20N;4.47E
1852-03-01;5.713;1.04;Aix En Provence;France;44.20N;4.47E
1852-04-01;9.129;1.373;Aix En Provence;France;44.20N;4.47E
1852-05-01;13.854;0.963;Aix En Provence;France;44.20N;4.47E
1852-06-01;17.275;0.683;Aix En Provence;France;44.20N;4.47E
1852-07-01;21.963;2.342;Aix En Provence;France;44.20N;4.47E
1852-08-01;19.853;2.075;Aix En Provence;France;44.20N;4.47E
1852-09-01;16.218;2.285;Aix En Provence;France;44.20N;4.47E
1852-10-01;11.061;1;Aix En Provence;France;44.20N;4.47E
1852-11-01;9.445;1.67;Aix En Provence;France;44.20N;4.47E
1852-12-01;6.213;1.687;Aix En Provence;France;44.20N;4.47E
1853-01-01;4.624;1.576;Aix En Provence;France;44.20N;4.47E
1853-02-01;1.505;0.935;Aix En Provence;France;44.20N;4.47E
1853-03-01;3.271;1.167;Aix En Provence;France;44.20N;4.47E
1853-04-01;9.171;1.018;Aix En Provence;France;44.20N;4.47E
1853-05-01;12.635;0.683;Aix En Provence;France;44.20N;4.47E
1853-06-01;16.66;0.803;Aix En Provence;France;44.20N;4.47E
1853-07-01;20.47;1;Aix En Provence;France;44.20N;4.47E
1853-08-01;20.154;0.862;Aix En Provence;France;44.20N;4.47E
1853-09-01;15.525;0.807;Aix En Provence;France;44.20N;4.47E
1853-10-01;11.013;0.855;Aix En Provence;France;44.20N;4.47E
1853-11-01;6.884;1.982;Aix En Provence;France;44.20N;4.47E
1853-12-01;0.92;1.492;Aix En Provence;France;44.20N;4.47E
1854-01-01;2.695;1.807;Aix En Provence;France;44.20N;4.47E
1854-02-01;2.106;1.175;Aix En Provence;France;44.20N;4.47E
1854-03-01;6.977;1.049;Aix En Provence;France;44.20N;4.47E
1854-04-01;10.447;1.783;Aix En Provence;France;44.20N;4.47E
1854-05-01;13.47;0.804;Aix En Provence;France;44.20N;4.47E
1854-06-01;16.741;1.594;Aix En Provence;France;44.20N;4.47E
1854-07-01;20.403;1.154;Aix En Provence;France;44.20N;4.47E
1854-08-01;19.443;1.422;Aix En Provence;France;44.20N;4.47E
1854-09-01;17.228;1.09;Aix En Provence;France;44.20N;4.47E
1854-10-01;11.952;0.961;Aix En Provence;France;44.20N;4.47E
1854-11-01;4.779;1.197;Aix En Provence;France;44.20N;4.47E
1854-12-01;3.539;2.195;Aix En Provence;France;44.20N;4.47E
1855-01-01;-0.414;2.942;Aix En Provence;France;44.20N;4.47E
1855-02-01;3.566;2.345;Aix En Provence;France;44.20N;4.47E
1855-03-01;5.826;1.099;Aix En Provence;France;44.20N;4.47E
1855-04-01;9.729;1.614;Aix En Provence;France;44.20N;4.47E
1855-05-01;11.854;0.672;Aix En Provence;France;44.20N;4.47E
1855-06-01;16.585;0.918;Aix En Provence;France;44.20N;4.47E
1855-07-01;20.075;0.959;Aix En Provence;France;44.20N;4.47E
1855-08-01;20.766;0.667;Aix En Provence;France;44.20N;4.47E
1855-09-01;16.615;0.601;Aix En Provence;France;44.20N;4.47E
1855-10-01;12.671;1.575;Aix En Provence;France;44.20N;4.47E
1855-11-01;5.904;0.774;Aix En Provence;France;44.20N;4.47E
1855-12-01;0.645;2.563;Aix En Provence;France;44.20N;4.47E
1856-01-01;4.868;1.609;Aix En Provence;France;44.20N;4.47E
1856-02-01;5.174;1.178;Aix En Provence;France;44.20N;4.47E
1856-03-01;7.001;2.307;Aix En Provence;France;44.20N;4.47E
1856-04-01;10.336;0.921;Aix En Provence;France;44.20N;4.47E
1856-05-01;12.365;1.359;Aix En Provence;France;44.20N;4.47E
1856-06-01;17.884;1.971;Aix En Provence;France;44.20N;4.47E
1856-07-01;20.319;0.596;Aix En Provence;France;44.20N;4.47E
1856-08-01;21.435;1.682;Aix En Provence;France;44.20N;4.47E
1856-09-01;15.311;1.794;Aix En Provence;France;44.20N;4.47E
1856-10-01;12.201;1.418;Aix En Provence;France;44.20N;4.47E
1856-11-01;4.84;0.93;Aix En Provence;France;44.20N;4.47E
1856-12-01;3.093;1.722;Aix En Provence;France;44.20N;4.47E
1857-01-01;0.888;1.178;Aix En Provence;France;44.20N;4.47E
1857-02-01;3.034;1.646;Aix En Provence;France;44.20N;4.47E
1857-03-01;6.552;1.263;Aix En Provence;France;44.20N;4.47E
1857-04-01;8.946;0.446;Aix En Provence;France;44.20N;4.47E
1857-05-01;13.339;1.19;Aix En Provence;France;44.20N;4.47E
1857-06-01;17.639;0.704;Aix En Provence;France;44.20N;4.47E
1857-07-01;21.992;0.931;Aix En Provence;France;44.20N;4.47E
1857-08-01;20.6;1.004;Aix En Provence;France;44.20N;4.47E
1857-09-01;17.45;0.836;Aix En Provence;France;44.20N;4.47E
1857-10-01;12.526;1.144;Aix En Provence;France;44.20N;4.47E
1857-11-01;7.73;0.755;Aix En Provence;France;44.20N;4.47E
1857-12-01;3.425;1.263;Aix En Provence;France;44.20N;4.47E
1858-01-01;-1.084;1.946;Aix En Provence;France;44.20N;4.47E
1858-02-01;2.506;1.121;Aix En Provence;France;44.20N;4.47E
1858-03-01;6.114;1.636;Aix En Provence;France;44.20N;4.47E
1858-04-01;12.152;1.509;Aix En Provence;France;44.20N;4.47E
1858-05-01;12.744;1.305;Aix En Provence;France;44.20N;4.47E
1858-06-01;20.468;1.255;Aix En Provence;France;44.20N;4.47E
1858-07-01;19.725;1.977;Aix En Provence;France;44.20N;4.47E
1858-08-01;19.133;0.818;Aix En Provence;France;44.20N;4.47E
1858-09-01;17.938;0.823;Aix En Provence;France;44.20N;4.47E
1858-10-01;12.145;1.138;Aix En Provence;France;44.20N;4.47E
1858-11-01;5.307;1.108;Aix En Provence;France;44.20N;4.47E
1858-12-01;3.119;2.024;Aix En Provence;France;44.20N;4.47E
1859-01-01;1.584;1.097;Aix En Provence;France;44.20N;4.47E
1859-02-01;4.065;0.565;Aix En Provence;France;44.20N;4.47E
1859-03-01;8.327;0.985;Aix En Provence;France;44.20N;4.47E
1859-04-01;10.484;0.73;Aix En Provence;France;44.20N;4.47E
1859-05-01;14.293;1.123;Aix En Provence;France;44.20N;4.47E
1859-06-01;17.841;1.179;Aix En Provence;France;44.20N;4.47E
1859-07-01;24.048;0.866;Aix En Provence;France;44.20N;4.47E
1859-08-01;22.089;0.521;Aix En Provence;France;44.20N;4.47E
1859-09-01;16.704;0.388;Aix En Provence;France;44.20N;4.47E
1859-10-01;12.91;0.841;Aix En Provence;France;44.20N;4.47E
1859-11-01;6.249;1.642;Aix En Provence;France;44.20N;4.47E
1859-12-01;0.662;2.044;Aix En Provence;France;44.20N;4.47E
1860-01-01;4.02;1.22;Aix En Provence;France;44.20N;4.47E
1860-02-01;0.677;1.142;Aix En Provence;France;44.20N;4.47E
1860-03-01;5.31;2.174;Aix En Provence;France;44.20N;4.47E
1860-04-01;7.725;0.981;Aix En Provence;France;44.20N;4.47E
1860-05-01;14.516;0.521;Aix En Provence;France;44.20N;4.47E
1860-06-01;17.386;0.882;Aix En Provence;France;44.20N;4.47E
1860-07-01;19.007;0.503;Aix En Provence;France;44.20N;4.47E
1860-08-01;18.569;0.971;Aix En Provence;France;44.20N;4.47E
1860-09-01;15.161;0.718;Aix En Provence;France;44.20N;4.47E
1860-10-01;11.328;0.506;Aix En Provence;France;44.20N;4.47E
1860-11-01;5.767;1.361;Aix En Provence;France;44.20N;4.47E
1860-12-01;2.795;0.893;Aix En Provence;France;44.20N;4.47E
1861-01-01;0.745;0.804;Aix En Provence;France;44.20N;4.47E
1861-02-01;5.09;0.742;Aix En Provence;France;44.20N;4.47E
1861-03-01;7.087;0.668;Aix En Provence;France;44.20N;4.47E
1861-04-01;9.611;0.379;Aix En Provence;France;44.20N;4.47E
1861-05-01;13.525;0.634;Aix En Provence;France;44.20N;4.47E
1861-06-01;18.741;2.019;Aix En Provence;France;44.20N;4.47E
1861-07-01;19.463;0.973;Aix En Provence;France;44.20N;4.47E
1861-08-01;22.132;0.534;Aix En Provence;France;44.20N;4.47E
1861-09-01;16.883;0.368;Aix En Provence;France;44.20N;4.47E
1861-10-01;13.386;0.501;Aix En Provence;France;44.20N;4.47E
1861-11-01;6.682;1.554;Aix En Provence;France;44.20N;4.47E
1861-12-01;3.098;1.931;Aix En Provence;France;44.20N;4.47E
1862-01-01;2.301;0.767;Aix En Provence;France;44.20N;4.47E
1862-02-01;4.208;0.96;Aix En Provence;France;44.20N;4.47E
1862-03-01;8.784;0.504;Aix En Provence;France;44.20N;4.47E
1862-04-01;12.218;1.007;Aix En Provence;France;44.20N;4.47E
1862-05-01;16.127;1.577;Aix En Provence;France;44.20N;4.47E
1862-06-01;17.734;1.169;Aix En Provence;France;44.20N;4.47E
1862-07-01;21.347;0.677;Aix En Provence;France;44.20N;4.47E
1862-08-01;19.425;1.242;Aix En Provence;France;44.20N;4.47E
1862-09-01;16.123;1.316;Aix En Provence;France;44.20N;4.47E
1862-10-01;13.033;1.163;Aix En Provence;France;44.20N;4.47E
1862-11-01;6.48;0.965;Aix En Provence;France;44.20N;4.47E
1862-12-01;3.592;1.151;Aix En Provence;France;44.20N;4.47E
1863-01-01;3.616;1.748;Aix En Provence;France;44.20N;4.47E
1863-02-01;3.805;2.615;Aix En Provence;France;44.20N;4.47E
1863-03-01;6.7;0.903;Aix En Provence;France;44.20N;4.47E
1863-04-01;11.255;1.496;Aix En Provence;France;44.20N;4.47E
1863-05-01;14.619;1.096;Aix En Provence;France;44.20N;4.47E
1863-06-01;18.894;1.212;Aix En Provence;France;44.20N;4.47E
1863-07-01;21.593;1.143;Aix En Provence;France;44.20N;4.47E
1863-08-01;21.229;1.026;Aix En Provence;France;44.20N;4.47E
1863-09-01;15.101;0.718;Aix En Provence;France;44.20N;4.47E
1863-10-01;12.487;0.912;Aix En Provence;France;44.20N;4.47E
1863-11-01;7.035;0.973;Aix En Provence;France;44.20N;4.47E
1863-12-01;3.387;1.614;Aix En Provence;France;44.20N;4.47E
1864-01-01;0.394;0.572;Aix En Provence;France;44.20N;4.47E
1864-02-01;2.28;1.685;Aix En Provence;France;44.20N;4.47E
1864-03-01;7.832;1.025;Aix En Provence;France;44.20N;4.47E
1864-04-01;10.192;1.534;Aix En Provence;France;44.20N;4.47E
1864-05-01;15.029;1.007;Aix En Provence;France;44.20N;4.47E
1864-06-01;17.712;1.552;Aix En Provence;France;44.20N;4.47E
1864-07-01;21.264;1.205;Aix En Provence;France;44.20N;4.47E
1864-08-01;19.596;1.261;Aix En Provence;France;44.20N;4.47E
1864-09-01;16.386;1.332;Aix En Provence;France;44.20N;4.47E
1864-10-01;10.469;0.739;Aix En Provence;France;44.20N;4.47E
1864-11-01;6.045;1.122;Aix En Provence;France;44.20N;4.47E
1864-12-01;1.627;1.477;Aix En Provence;France;44.20N;4.47E
1865-01-01;3.213;1.187;Aix En Provence;France;44.20N;4.47E
1865-02-01;2.259;1.678;Aix En Provence;France;44.20N;4.47E
1865-03-01;3.395;1.729;Aix En Provence;France;44.20N;4.47E
1865-04-01;12.56;1.2;Aix En Provence;France;44.20N;4.47E
1865-05-01;16.098;1.043;Aix En Provence;France;44.20N;4.47E
1865-06-01;19.273;0.719;Aix En Provence;France;44.20N;4.47E
1865-07-01;21.528;0.898;Aix En Provence;France;44.20N;4.47E
1865-08-01;19.821;0.889;Aix En Provence;France;44.20N;4.47E
1865-09-01;18.675;0.714;Aix En Provence;France;44.20N;4.47E
1865-10-01;11.818;0.805;Aix En Provence;France;44.20N;4.47E
1865-11-01;7.258;1.224;Aix En Provence;France;44.20N;4.47E
1865-12-01;2.505;1.43;Aix En Provence;France;44.20N;4.47E
1866-01-01;4.491;0.902;Aix En Provence;France;44.20N;4.47E
1866-02-01;6.654;0.926;Aix En Provence;France;44.20N;4.47E
1866-03-01;6.58;1.241;Aix En Provence;France;44.20N;4.47E
1866-04-01;10.838;0.864;Aix En Provence;France;44.20N;4.47E
1866-05-01;13.17;1.306;Aix En Provence;France;44.20N;4.47E
1866-06-01;19.118;0.482;Aix En Provence;France;44.20N;4.47E
1866-07-01;20.979;0.94;Aix En Provence;France;44.20N;4.47E
1866-08-01;18.816;0.852;Aix En Provence;France;44.20N;4.47E
1866-09-01;16.404;0.6;Aix En Provence;France;44.20N;4.47E
1866-10-01;11.468;0.828;Aix En Provence;France;44.20N;4.47E
1866-11-01;6.468;1.003;Aix En Provence;France;44.20N;4.47E
1866-12-01;5.165;0.7;Aix En Provence;France;44.20N;4.47E
1867-01-01;2.586;1.044;Aix En Provence;France;44.20N;4.47E
1867-02-01;6.966;1.025;Aix En Provence;France;44.20N;4.47E
1867-03-01;7.643;0.818;Aix En Provence;France;44.20N;4.47E
1867-04-01;11.06;0.679;Aix En Provence;France;44.20N;4.47E
1867-05-01;14.563;0.647;Aix En Provence;France;44.20N;4.47E
1867-06-01;18.414;0.574;Aix En Provence;France;44.20N;4.47E
1867-07-01;19.935;0.964;Aix En Provence;France;44.20N;4.47E
1867-08-01;20.244;1.356;Aix En Provence;France;44.20N;4.47E
1867-09-01;17.259;0.724;Aix En Provence;France;44.20N;4.47E
1867-10-01;10.133;0.764;Aix En Provence;France;44.20N;4.47E
1867-11-01;5.432;1.957;Aix En Provence;France;44.20N;4.47E
1867-12-01;1.132;1.095;Aix En Provence;France;44.20N;4.47E
1868-01-01;0.333;1.307;Aix En Provence;France;44.20N;4.47E
1868-02-01;4.448;1.729;Aix En Provence;France;44.20N;4.47E
1868-03-01;6.269;1.275;Aix En Provence;France;44.20N;4.47E
1868-04-01;9.574;1.063;Aix En Provence;France;44.20N;4.47E
1868-05-01;17.222;1.082;Aix En Provence;France;44.20N;4.47E
1868-06-01;19.335;0.797;Aix En Provence;France;44.20N;4.47E
1868-07-01;21.305;0.566;Aix En Provence;France;44.20N;4.47E
1868-08-01;20.464;1.026;Aix En Provence;France;44.20N;4.47E
1868-09-01;17.938;0.926;Aix En Provence;France;44.20N;4.47E
1868-10-01;11.211;0.838;Aix En Provence;France;44.20N;4.47E
1868-11-01;5.109;0.97;Aix En Provence;France;44.20N;4.47E
1868-12-01;7.361;1.107;Aix En Provence;France;44.20N;4.47E
1869-01-01;2.552;1.62;Aix En Provence;France;44.20N;4.47E
1869-02-01;7;0.949;Aix En Provence;France;44.20N;4.47E
1869-03-01;3.945;0.91;Aix En Provence;France;44.20N;4.47E
1869-04-01;10.682;1.328;Aix En Provence;France;44.20N;4.47E
1869-05-01;15.419;1.151;Aix En Provence;France;44.20N;4.47E
1869-06-01;16.672;0.873;Aix En Provence;France;44.20N;4.47E
1869-07-01;22.375;0.755;Aix En Provence;France;44.20N;4.47E
1869-08-01;19.268;0.659;Aix En Provence;France;44.20N;4.47E
1869-09-01;17.326;0.277;Aix En Provence;France;44.20N;4.47E
1869-10-01;9.972;0.929;Aix En Provence;France;44.20N;4.47E
1869-11-01;6.308;0.427;Aix En Provence;France;44.20N;4.47E
1869-12-01;2.452;1.331;Aix En Provence;France;44.20N;4.47E
1870-01-01;1.587;0.852;Aix En Provence;France;44.20N;4.47E
1870-02-01;3.333;1.176;Aix En Provence;France;44.20N;4.47E
1870-03-01;5.845;0.666;Aix En Provence;France;44.20N;4.47E
1870-04-01;10.049;0.927;Aix En Provence;France;44.20N;4.47E
1870-05-01;15.78;0.899;Aix En Provence;France;44.20N;4.47E
1870-06-01;19.572;0.914;Aix En Provence;France;44.20N;4.47E
1870-07-01;22.247;0.727;Aix En Provence;France;44.20N;4.47E
1870-08-01;18.613;0.685;Aix En Provence;France;44.20N;4.47E
1870-09-01;16.06;0.561;Aix En Provence;France;44.20N;4.47E
1870-10-01;11.492;0.839;Aix En Provence;France;44.20N;4.47E
1870-11-01;6.161;1.562;Aix En Provence;France;44.20N;4.47E
1870-12-01;0.16;1.556;Aix En Provence;France;44.20N;4.47E
1871-01-01;-1.067;1.191;Aix En Provence;France;44.20N;4.47E
1871-02-01;4.706;1.855;Aix En Provence;France;44.20N;4.47E
1871-03-01;7.363;1.009;Aix En Provence;France;44.20N;4.47E
1871-04-01;11.238;0.554;Aix En Provence;France;44.20N;4.47E
1871-05-01;14.145;0.658;Aix En Provence;France;44.20N;4.47E
1871-06-01;15.377;0.42;Aix En Provence;France;44.20N;4.47E
1871-07-01;20.875;0.403;Aix En Provence;France;44.20N;4.47E
1871-08-01;20.233;0.797;Aix En Provence;France;44.20N;4.47E
1871-09-01;18.175;0.509;Aix En Provence;France;44.20N;4.47E
1871-10-01;11.076;0.745;Aix En Provence;France;44.20N;4.47E
1871-11-01;4.278;1.022;Aix En Provence;France;44.20N;4.47E
1871-12-01;-1.222;0.728;Aix En Provence;France;44.20N;4.47E
1872-01-01;2.915;1.905;Aix En Provence;France;44.20N;4.47E
1872-02-01;5.732;1.546;Aix En Provence;France;44.20N;4.47E
1872-03-01;7.683;0.918;Aix En Provence;France;44.20N;4.47E
1872-04-01;10.571;1.59;Aix En Provence;France;44.20N;4.47E
1872-05-01;12.966;0.92;Aix En Provence;France;44.20N;4.47E
1872-06-01;17.828;1.003;Aix En Provence;France;44.20N;4.47E
1872-07-01;21.324;0.829;Aix En Provence;France;44.20N;4.47E
1872-08-01;19.72;0.984;Aix En Provence;France;44.20N;4.47E
1872-09-01;17.193;0.625;Aix En Provence;France;44.20N;4.47E
1872-10-01;11.183;0.493;Aix En Provence;France;44.20N;4.47E
1872-11-01;7.478;0.955;Aix En Provence;France;44.20N;4.47E
1872-12-01;5.21;1.975;Aix En Provence;France;44.20N;4.47E
1873-01-01;4.28;1.033;Aix En Provence;France;44.20N;4.47E
1873-02-01;3.266;1.146;Aix En Provence;France;44.20N;4.47E
1873-03-01;8.822;1.028;Aix En Provence;France;44.20N;4.47E
1873-04-01;8.996;1.338;Aix En Provence;France;44.20N;4.47E
1873-05-01;13.309;0.869;Aix En Provence;France;44.20N;4.47E
1873-06-01;17.65;0.655;Aix En Provence;France;44.20N;4.47E
1873-07-01;22.106;0.664;Aix En Provence;France;44.20N;4.47E
1873-08-01;21.391;0.314;Aix En Provence;France;44.20N;4.47E
1873-09-01;16.134;0.924;Aix En Provence;France;44.20N;4.47E
1873-10-01;12.047;0.687;Aix En Provence;France;44.20N;4.47E
1873-11-01;6.849;0.309;Aix En Provence;France;44.20N;4.47E
1873-12-01;2.52;0.845;Aix En Provence;France;44.20N;4.47E
1874-01-01;2.844;1.209;Aix En Provence;France;44.20N;4.47E
1874-02-01;3.417;0.613;Aix En Provence;France;44.20N;4.47E
1874-03-01;6.494;0.918;Aix En Provence;France;44.20N;4.47E
1874-04-01;11.175;0.592;Aix En Provence;France;44.20N;4.47E
1874-05-01;11.743;0.484;Aix En Provence;France;44.20N;4.47E
1874-06-01;18.574;0.757;Aix En Provence;France;44.20N;4.47E
1874-07-01;22.434;0.533;Aix En Provence;France;44.20N;4.47E
1874-08-01;19.374;0.321;Aix En Provence;France;44.20N;4.47E
1874-09-01;17.643;0.375;Aix En Provence;France;44.20N;4.47E
1874-10-01;12.196;0.594;Aix En Provence;France;44.20N;4.47E
1874-11-01;5.985;0.433;Aix En Provence;France;44.20N;4.47E
1874-12-01;1.234;1.183;Aix En Provence;France;44.20N;4.47E
1875-01-01;4.497;0.937;Aix En Provence;France;44.20N;4.47E
1875-02-01;1.656;0.76;Aix En Provence;France;44.20N;4.47E
1875-03-01;5.793;1.162;Aix En Provence;France;44.20N;4.47E
1875-04-01;9.813;0.619;Aix En Provence;France;44.20N;4.47E
1875-05-01;16.436;0.483;Aix En Provence;France;44.20N;4.47E
1875-06-01;18.283;0.925;Aix En Provence;France;44.20N;4.47E
1875-07-01;18.95;0.708;Aix En Provence;France;44.20N;4.47E
1875-08-01;21.019;0.557;Aix En Provence;France;44.20N;4.47E
1875-09-01;18.238;0.354;Aix En Provence;France;44.20N;4.47E
1875-10-01;11.252;0.392;Aix En Provence;France;44.20N;4.47E
1875-11-01;6.385;0.638;Aix En Provence;France;44.20N;4.47E
1875-12-01;1.438;0.717;Aix En Provence;France;44.20N;4.47E
