dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
01/08/1945;20.027;0.318;Aix En Provence;France;44.20N;4.47E
01/09/1945;17.572;0.156;Aix En Provence;France;44.20N;4.47E
01/10/1945;12.455;0.343;Aix En Provence;France;44.20N;4.47E
01/11/1945;6.171;0.259;Aix En Provence;France;44.20N;4.47E
01/12/1945;3.898;0.52;Aix En Provence;France;44.20N;4.47E
01/01/1946;1.605;0.6;Aix En Provence;France;44.20N;4.47E
01/02/1946;6.215;0.411;Aix En Provence;France;44.20N;4.47E
01/03/1946;7.206;0.478;Aix En Provence;France;44.20N;4.47E
01/04/1946;12.211;0.319;Aix En Provence;France;44.20N;4.47E
01/05/1946;14.089;0.439;Aix En Provence;France;44.20N;4.47E
01/06/1946;17.352;0.366;Aix En Provence;France;44.20N;4.47E
01/07/1946;21.663;0.278;Aix En Provence;France;44.20N;4.47E
01/08/1946;20.46;0.248;Aix En Provence;France;44.20N;4.47E
01/09/1946;17.594;0.27;Aix En Provence;France;44.20N;4.47E
01/10/1946;11.834;0.174;Aix En Provence;France;44.20N;4.47E
01/11/1946;6.589;0.368;Aix En Provence;France;44.20N;4.47E
01/12/1946;1.655;0.34;Aix En Provence;France;44.20N;4.47E
01/01/1947;0.468;0.399;Aix En Provence;France;44.20N;4.47E
01/02/1947;2.799;0.235;Aix En Provence;France;44.20N;4.47E
01/03/1947;8.277;0.375;Aix En Provence;France;44.20N;4.47E
01/04/1947;11.983;0.349;Aix En Provence;France;44.20N;4.47E
01/05/1947;15.733;0.464;Aix En Provence;France;44.20N;4.47E
01/06/1947;19.987;0.28;Aix En Provence;France;44.20N;4.47E
01/07/1947;22.579;0.263;Aix En Provence;France;44.20N;4.47E
01/08/1947;22.517;0.235;Aix En Provence;France;44.20N;4.47E
01/09/1947;18.275;0.534;Aix En Provence;France;44.20N;4.47E
01/10/1947;12.79;0.322;Aix En Provence;France;44.20N;4.47E
01/11/1947;9.142;0.4;Aix En Provence;France;44.20N;4.47E
01/12/1947;3.116;0.298;Aix En Provence;France;44.20N;4.47E
01/01/1948;5.015;0.139;Aix En Provence;France;44.20N;4.47E
01/02/1948;4.541;0.466;Aix En Provence;France;44.20N;4.47E
01/03/1948;10.331;0.303;Aix En Provence;France;44.20N;4.47E
01/04/1948;11.031;0.171;Aix En Provence;France;44.20N;4.47E
01/05/1948;15.147;0.333;Aix En Provence;France;44.20N;4.47E
01/06/1948;17.733;0.35;Aix En Provence;France;44.20N;4.47E
01/07/1948;18.977;0.273;Aix En Provence;France;44.20N;4.47E
01/08/1948;20.232;0.343;Aix En Provence;France;44.20N;4.47E
01/09/1948;16.412;0.432;Aix En Provence;France;44.20N;4.47E
01/10/1948;12.364;0.162;Aix En Provence;France;44.20N;4.47E
01/11/1948;7.902;0.514;Aix En Provence;France;44.20N;4.47E
01/12/1948;4.397;0.493;Aix En Provence;France;44.20N;4.47E
01/01/1949;4.228;0.242;Aix En Provence;France;44.20N;4.47E
01/02/1949;5.469;0.633;Aix En Provence;France;44.20N;4.47E
01/03/1949;5.994;0.252;Aix En Provence;France;44.20N;4.47E
01/04/1949;12.644;0.381;Aix En Provence;France;44.20N;4.47E
01/05/1949;13.16;0.21;Aix En Provence;France;44.20N;4.47E
01/06/1949;18.934;0.334;Aix En Provence;France;44.20N;4.47E
01/07/1949;23.086;0.336;Aix En Provence;France;44.20N;4.47E
01/08/1949;21.89;0.245;Aix En Provence;France;44.20N;4.47E
01/09/1949;20.214;0.497;Aix En Provence;France;44.20N;4.47E
01/10/1949;13.749;0.266;Aix En Provence;France;44.20N;4.47E
01/11/1949;6.355;0.328;Aix En Provence;France;44.20N;4.47E
01/12/1949;4.916;0.237;Aix En Provence;France;44.20N;4.47E
01/01/1950;2.954;0.428;Aix En Provence;France;44.20N;4.47E
01/02/1950;5.916;0.242;Aix En Provence;France;44.20N;4.47E
01/03/1950;8.137;0.524;Aix En Provence;France;44.20N;4.47E
01/04/1950;8.949;0.296;Aix En Provence;France;44.20N;4.47E
01/05/1950;15.311;0.273;Aix En Provence;France;44.20N;4.47E
01/06/1950;20.616;0.303;Aix En Provence;France;44.20N;4.47E
01/07/1950;23.743;0.242;Aix En Provence;France;44.20N;4.47E
01/08/1950;21.285;0.25;Aix En Provence;France;44.20N;4.47E
01/09/1950;16.807;0.307;Aix En Provence;France;44.20N;4.47E
01/10/1950;12.244;0.184;Aix En Provence;France;44.20N;4.47E
01/11/1950;7.753;0.401;Aix En Provence;France;44.20N;4.47E
01/12/1950;0.616;0.469;Aix En Provence;France;44.20N;4.47E
01/01/1951;3.924;0.684;Aix En Provence;France;44.20N;4.47E
01/02/1951;4.566;0.903;Aix En Provence;France;44.20N;4.47E
01/03/1951;6.308;0.298;Aix En Provence;France;44.20N;4.47E
01/04/1951;9.97;0.293;Aix En Provence;France;44.20N;4.47E
01/05/1951;12.604;0.319;Aix En Provence;France;44.20N;4.47E
01/06/1951;17.959;0.567;Aix En Provence;France;44.20N;4.47E
01/07/1951;20.812;0.513;Aix En Provence;France;44.20N;4.47E
01/08/1951;19.681;0.212;Aix En Provence;France;44.20N;4.47E
01/09/1951;17.7;0.331;Aix En Provence;France;44.20N;4.47E
01/10/1951;11.15;0.211;Aix En Provence;France;44.20N;4.47E
01/11/1951;8.485;0.666;Aix En Provence;France;44.20N;4.47E
01/12/1951;4.453;0.412;Aix En Provence;France;44.20N;4.47E
01/01/1952;1.411;0.261;Aix En Provence;France;44.20N;4.47E
01/02/1952;2.692;0.171;Aix En Provence;France;44.20N;4.47E
01/03/1952;9.13;0.137;Aix En Provence;France;44.20N;4.47E
01/04/1952;11.587;0.38;Aix En Provence;France;44.20N;4.47E
01/05/1952;15.298;0.237;Aix En Provence;France;44.20N;4.47E
01/06/1952;20.606;0.359;Aix En Provence;France;44.20N;4.47E
01/07/1952;23.503;0.369;Aix En Provence;France;44.20N;4.47E
01/08/1952;20.86;0.142;Aix En Provence;France;44.20N;4.47E
01/09/1952;15.027;0.389;Aix En Provence;France;44.20N;4.47E
01/10/1952;11.794;0.257;Aix En Provence;France;44.20N;4.47E
01/11/1952;5.679;0.438;Aix En Provence;France;44.20N;4.47E
01/12/1952;3.433;0.314;Aix En Provence;France;44.20N;4.47E
01/01/1953;0.518;0.452;Aix En Provence;France;44.20N;4.47E
01/02/1953;2.752;0.341;Aix En Provence;France;44.20N;4.47E
01/03/1953;7.931;0.485;Aix En Provence;France;44.20N;4.47E
01/04/1953;10.726;0.279;Aix En Provence;France;44.20N;4.47E
01/05/1953;16.176;0.41;Aix En Provence;France;44.20N;4.47E
01/06/1953;16.803;0.241;Aix En Provence;France;44.20N;4.47E
01/07/1953;20.628;0.206;Aix En Provence;France;44.20N;4.47E
01/08/1953;21.052;0.299;Aix En Provence;France;44.20N;4.47E
01/09/1953;17.711;0.215;Aix En Provence;France;44.20N;4.47E
01/10/1953;12.651;0.248;Aix En Provence;France;44.20N;4.47E
01/11/1953;7.309;1.008;Aix En Provence;France;44.20N;4.47E
01/12/1953;6.59;0.605;Aix En Provence;France;44.20N;4.47E
01/01/1954;1.234;0.67;Aix En Provence;France;44.20N;4.47E
01/02/1954;1.937;0.373;Aix En Provence;France;44.20N;4.47E
01/03/1954;7.829;0.363;Aix En Provence;France;44.20N;4.47E
01/04/1954;9.19;0.224;Aix En Provence;France;44.20N;4.47E
01/05/1954;13.42;0.291;Aix En Provence;France;44.20N;4.47E
01/06/1954;18.398;0.282;Aix En Provence;France;44.20N;4.47E
01/07/1954;19.235;0.44;Aix En Provence;France;44.20N;4.47E
01/08/1954;18.592;0.233;Aix En Provence;France;44.20N;4.47E
01/09/1954;16.981;0.198;Aix En Provence;France;44.20N;4.47E
01/10/1954;12.322;0.272;Aix En Provence;France;44.20N;4.47E
01/11/1954;8.412;0.364;Aix En Provence;France;44.20N;4.47E
01/12/1954;5.766;0.323;Aix En Provence;France;44.20N;4.47E
01/01/1955;5.28;0.23;Aix En Provence;France;44.20N;4.47E
01/02/1955;4.276;0.469;Aix En Provence;France;44.20N;4.47E
01/03/1955;6.175;0.45;Aix En Provence;France;44.20N;4.47E
01/04/1955;11.51;0.345;Aix En Provence;France;44.20N;4.47E
01/05/1955;14.149;0.366;Aix En Provence;France;44.20N;4.47E
01/06/1955;17.889;0.29;Aix En Provence;France;44.20N;4.47E
01/07/1955;21.089;0.366;Aix En Provence;France;44.20N;4.47E
01/08/1955;20.452;0.259;Aix En Provence;France;44.20N;4.47E
01/09/1955;16.908;0.402;Aix En Provence;France;44.20N;4.47E
01/10/1955;10.943;0.219;Aix En Provence;France;44.20N;4.47E
01/11/1955;6.692;0.273;Aix En Provence;France;44.20N;4.47E
01/12/1955;5.973;0.379;Aix En Provence;France;44.20N;4.47E
01/01/1956;4.52;0.187;Aix En Provence;France;44.20N;4.47E
01/02/1956;-2.314;0.496;Aix En Provence;France;44.20N;4.47E
01/03/1956;6.916;0.223;Aix En Provence;France;44.20N;4.47E
01/04/1956;8.82;0.186;Aix En Provence;France;44.20N;4.47E
01/05/1956;15.227;0.306;Aix En Provence;France;44.20N;4.47E
01/06/1956;16.313;0.223;Aix En Provence;France;44.20N;4.47E
01/07/1956;19.847;0.177;Aix En Provence;France;44.20N;4.47E
01/08/1956;19.229;0.218;Aix En Provence;France;44.20N;4.47E
01/09/1956;17.652;0.304;Aix En Provence;France;44.20N;4.47E
01/10/1956;10.396;0.315;Aix En Provence;France;44.20N;4.47E
01/11/1956;4.86;0.338;Aix En Provence;France;44.20N;4.47E
01/12/1956;4.124;0.409;Aix En Provence;France;44.20N;4.47E
01/01/1957;2.635;0.649;Aix En Provence;France;44.20N;4.47E
01/02/1957;6.551;0.524;Aix En Provence;France;44.20N;4.47E
01/03/1957;9.919;0.27;Aix En Provence;France;44.20N;4.47E
01/04/1957;10.175;0.359;Aix En Provence;France;44.20N;4.47E
01/05/1957;12.555;0.264;Aix En Provence;France;44.20N;4.47E
01/06/1957;17.514;0.456;Aix En Provence;France;44.20N;4.47E
01/07/1957;20.43;0.459;Aix En Provence;France;44.20N;4.47E
01/08/1957;19.504;0.832;Aix En Provence;France;44.20N;4.47E
01/09/1957;16.568;0.512;Aix En Provence;France;44.20N;4.47E
01/10/1957;12.181;0.584;Aix En Provence;France;44.20N;4.47E
01/11/1957;7.071;0.536;Aix En Provence;France;44.20N;4.47E
01/12/1957;3.506;0.466;Aix En Provence;France;44.20N;4.47E
01/01/1958;3.217;0.466;Aix En Provence;France;44.20N;4.47E
01/02/1958;5.933;0.333;Aix En Provence;France;44.20N;4.47E
01/03/1958;5.738;0.21;Aix En Provence;France;44.20N;4.47E
01/04/1958;8.445;0.262;Aix En Provence;France;44.20N;4.47E
01/05/1958;15.517;0.522;Aix En Provence;France;44.20N;4.47E
01/06/1958;17.201;0.34;Aix En Provence;France;44.20N;4.47E
01/07/1958;19.982;0.389;Aix En Provence;France;44.20N;4.47E
01/08/1958;20.625;0.328;Aix En Provence;France;44.20N;4.47E
01/09/1958;18.781;0.194;Aix En Provence;France;44.20N;4.47E
01/10/1958;11.656;0.306;Aix En Provence;France;44.20N;4.47E
01/11/1958;6.823;0.416;Aix En Provence;France;44.20N;4.47E
01/12/1958;4.788;0.34;Aix En Provence;France;44.20N;4.47E
01/01/1959;3.134;0.419;Aix En Provence;France;44.20N;4.47E
01/02/1959;5.456;0.767;Aix En Provence;France;44.20N;4.47E
01/03/1959;9.19;0.343;Aix En Provence;France;44.20N;4.47E
01/04/1959;10.292;0.363;Aix En Provence;France;44.20N;4.47E
01/05/1959;14.569;0.137;Aix En Provence;France;44.20N;4.47E
01/06/1959;18.609;0.179;Aix En Provence;France;44.20N;4.47E
01/07/1959;22.591;0.352;Aix En Provence;France;44.20N;4.47E
01/08/1959;20.2;0.24;Aix En Provence;France;44.20N;4.47E
01/09/1959;17.604;0.216;Aix En Provence;France;44.20N;4.47E
01/10/1959;11.928;0.307;Aix En Provence;France;44.20N;4.47E
01/11/1959;6.545;0.221;Aix En Provence;France;44.20N;4.47E
01/12/1959;5.084;0.387;Aix En Provence;France;44.20N;4.47E
01/01/1960;2.897;0.26;Aix En Provence;France;44.20N;4.47E
01/02/1960;5.459;0.306;Aix En Provence;France;44.20N;4.47E
01/03/1960;8.351;0.253;Aix En Provence;France;44.20N;4.47E
01/04/1960;10.345;0.337;Aix En Provence;France;44.20N;4.47E
01/05/1960;15.835;0.47;Aix En Provence;France;44.20N;4.47E
01/06/1960;19.464;0.434;Aix En Provence;France;44.20N;4.47E
01/07/1960;19.357;0.374;Aix En Provence;France;44.20N;4.47E
01/08/1960;18.889;0.471;Aix En Provence;France;44.20N;4.47E
01/09/1960;15.359;0.294;Aix En Provence;France;44.20N;4.47E
01/10/1960;11.143;0.549;Aix En Provence;France;44.20N;4.47E
01/11/1960;7.843;0.281;Aix En Provence;France;44.20N;4.47E
01/12/1960;2.318;0.181;Aix En Provence;France;44.20N;4.47E
01/01/1961;2.808;0.261;Aix En Provence;France;44.20N;4.47E
01/02/1961;7.494;0.29;Aix En Provence;France;44.20N;4.47E
01/03/1961;8.786;0.399;Aix En Provence;France;44.20N;4.47E
01/04/1961;12.635;0.371;Aix En Provence;France;44.20N;4.47E
01/05/1961;13.963;0.335;Aix En Provence;France;44.20N;4.47E
01/06/1961;18.836;0.424;Aix En Provence;France;44.20N;4.47E
01/07/1961;20.39;0.41;Aix En Provence;France;44.20N;4.47E
01/08/1961;20.12;0.321;Aix En Provence;France;44.20N;4.47E
01/09/1961;19.837;0.218;Aix En Provence;France;44.20N;4.47E
01/10/1961;12.743;0.29;Aix En Provence;France;44.20N;4.47E
01/11/1961;6.688;0.301;Aix En Provence;France;44.20N;4.47E
01/12/1961;5.075;0.406;Aix En Provence;France;44.20N;4.47E
01/01/1962;4.856;0.617;Aix En Provence;France;44.20N;4.47E
01/02/1962;3.637;0.301;Aix En Provence;France;44.20N;4.47E
01/03/1962;4.915;0.24;Aix En Provence;France;44.20N;4.47E
01/04/1962;10.102;0.315;Aix En Provence;France;44.20N;4.47E
01/05/1962;13.231;0.195;Aix En Provence;France;44.20N;4.47E
01/06/1962;17.824;0.584;Aix En Provence;France;44.20N;4.47E
01/07/1962;20.633;0.444;Aix En Provence;France;44.20N;4.47E
01/08/1962;21.861;0.433;Aix En Provence;France;44.20N;4.47E
01/09/1962;17.314;0.176;Aix En Provence;France;44.20N;4.47E
01/10/1962;12.472;0.404;Aix En Provence;France;44.20N;4.47E
01/11/1962;5.183;0.263;Aix En Provence;France;44.20N;4.47E
01/12/1962;1.07;0.471;Aix En Provence;France;44.20N;4.47E
01/01/1963;-0.607;0.158;Aix En Provence;France;44.20N;4.47E
01/02/1963;0.431;0.17;Aix En Provence;France;44.20N;4.47E
01/03/1963;6.965;0.204;Aix En Provence;France;44.20N;4.47E
01/04/1963;10.61;0.337;Aix En Provence;France;44.20N;4.47E
01/05/1963;14.075;0.484;Aix En Provence;France;44.20N;4.47E
01/06/1963;17.568;0.275;Aix En Provence;France;44.20N;4.47E
01/07/1963;21.577;0.449;Aix En Provence;France;44.20N;4.47E
01/08/1963;18.371;0.178;Aix En Provence;France;44.20N;4.47E
01/09/1963;16.208;0.307;Aix En Provence;France;44.20N;4.47E
01/10/1963;12.103;0.383;Aix En Provence;France;44.20N;4.47E
01/11/1963;9.388;0.37;Aix En Provence;France;44.20N;4.47E
01/12/1963;1.805;0.575;Aix En Provence;France;44.20N;4.47E
01/01/1964;1.885;0.577;Aix En Provence;France;44.20N;4.47E
01/02/1964;5.646;0.278;Aix En Provence;France;44.20N;4.47E
01/03/1964;6.534;0.12;Aix En Provence;France;44.20N;4.47E
01/04/1964;10.619;0.186;Aix En Provence;France;44.20N;4.47E
01/05/1964;15.888;0.447;Aix En Provence;France;44.20N;4.47E
01/06/1964;19.267;0.315;Aix En Provence;France;44.20N;4.47E
01/07/1964;22.31;0.485;Aix En Provence;France;44.20N;4.47E
01/08/1964;19.977;0.319;Aix En Provence;France;44.20N;4.47E
01/09/1964;17.682;0.316;Aix En Provence;France;44.20N;4.47E
01/10/1964;10.027;0.231;Aix En Provence;France;44.20N;4.47E
01/11/1964;7.423;0.5;Aix En Provence;France;44.20N;4.47E
01/12/1964;2.858;0.279;Aix En Provence;France;44.20N;4.47E
01/01/1965;3.337;0.323;Aix En Provence;France;44.20N;4.47E
01/02/1965;1.501;0.185;Aix En Provence;France;44.20N;4.47E
01/03/1965;7.062;0.291;Aix En Provence;France;44.20N;4.47E
01/04/1965;9.696;0.277;Aix En Provence;France;44.20N;4.47E
01/05/1965;14.342;0.432;Aix En Provence;France;44.20N;4.47E
01/06/1965;18.39;0.558;Aix En Provence;France;44.20N;4.47E
01/07/1965;19.592;0.4;Aix En Provence;France;44.20N;4.47E
01/08/1965;19.37;0.266;Aix En Provence;France;44.20N;4.47E
01/09/1965;14.638;0.262;Aix En Provence;France;44.20N;4.47E
01/10/1965;13.074;0.318;Aix En Provence;France;44.20N;4.47E
01/11/1965;6.961;0.388;Aix En Provence;France;44.20N;4.47E
01/12/1965;4.811;0.359;Aix En Provence;France;44.20N;4.47E
01/01/1966;2.499;0.314;Aix En Provence;France;44.20N;4.47E
01/02/1966;7.593;0.285;Aix En Provence;France;44.20N;4.47E
01/03/1966;6.878;0.261;Aix En Provence;France;44.20N;4.47E
01/04/1966;11.287;0.258;Aix En Provence;France;44.20N;4.47E
01/05/1966;14.765;0.487;Aix En Provence;France;44.20N;4.47E
01/06/1966;18.771;0.312;Aix En Provence;France;44.20N;4.47E
01/07/1966;19.187;0.289;Aix En Provence;France;44.20N;4.47E
01/08/1966;19.182;0.278;Aix En Provence;France;44.20N;4.47E
01/09/1966;18.292;0.561;Aix En Provence;France;44.20N;4.47E
01/10/1966;13.498;0.475;Aix En Provence;France;44.20N;4.47E
01/11/1966;4.768;0.425;Aix En Provence;France;44.20N;4.47E
01/12/1966;4.292;0.436;Aix En Provence;France;44.20N;4.47E
01/01/1967;3.025;0.162;Aix En Provence;France;44.20N;4.47E
01/02/1967;5.27;0.238;Aix En Provence;France;44.20N;4.47E
01/03/1967;8.659;0.335;Aix En Provence;France;44.20N;4.47E
01/04/1967;10.078;0.192;Aix En Provence;France;44.20N;4.47E
01/05/1967;13.86;0.344;Aix En Provence;France;44.20N;4.47E
01/06/1967;17.224;0.285;Aix En Provence;France;44.20N;4.47E
01/07/1967;22.588;0.382;Aix En Provence;France;44.20N;4.47E
01/08/1967;20.635;0.343;Aix En Provence;France;44.20N;4.47E
01/09/1967;16.477;0.348;Aix En Provence;France;44.20N;4.47E
01/10/1967;14.142;0.274;Aix En Provence;France;44.20N;4.47E
01/11/1967;8.16;0.305;Aix En Provence;France;44.20N;4.47E
01/12/1967;1.809;0.388;Aix En Provence;France;44.20N;4.47E
01/01/1968;2.441;0.459;Aix En Provence;France;44.20N;4.47E
01/02/1968;5.158;0.25;Aix En Provence;France;44.20N;4.47E
01/03/1968;7.469;0.243;Aix En Provence;France;44.20N;4.47E
01/04/1968;10.848;0.396;Aix En Provence;France;44.20N;4.47E
01/05/1968;13.428;0.219;Aix En Provence;France;44.20N;4.47E
01/06/1968;17.545;0.301;Aix En Provence;France;44.20N;4.47E
01/07/1968;20.29;0.341;Aix En Provence;France;44.20N;4.47E
01/08/1968;18.607;0.321;Aix En Provence;France;44.20N;4.47E
01/09/1968;15.864;0.39;Aix En Provence;France;44.20N;4.47E
01/10/1968;13.853;0.36;Aix En Provence;France;44.20N;4.47E
01/11/1968;7.185;0.415;Aix En Provence;France;44.20N;4.47E
01/12/1968;3.173;0.454;Aix En Provence;France;44.20N;4.47E
01/01/1969;4.074;0.177;Aix En Provence;France;44.20N;4.47E
01/02/1969;2.193;0.455;Aix En Provence;France;44.20N;4.47E
01/03/1969;7.124;0.162;Aix En Provence;France;44.20N;4.47E
01/04/1969;9.962;0.323;Aix En Provence;France;44.20N;4.47E
01/05/1969;14.239;0.304;Aix En Provence;France;44.20N;4.47E
01/06/1969;16.082;0.322;Aix En Provence;France;44.20N;4.47E
01/07/1969;20.722;0.284;Aix En Provence;France;44.20N;4.47E
01/08/1969;19.836;0.344;Aix En Provence;France;44.20N;4.47E
01/09/1969;16.72;0.233;Aix En Provence;France;44.20N;4.47E
01/10/1969;13.368;0.332;Aix En Provence;France;44.20N;4.47E
01/11/1969;6.989;0.317;Aix En Provence;France;44.20N;4.47E
01/12/1969;0.344;0.372;Aix En Provence;France;44.20N;4.47E
01/01/1970;4.314;0.346;Aix En Provence;France;44.20N;4.47E
01/02/1970;4.319;0.416;Aix En Provence;France;44.20N;4.47E
01/03/1970;4.823;0.263;Aix En Provence;France;44.20N;4.47E
01/04/1970;8.646;0.327;Aix En Provence;France;44.20N;4.47E
01/05/1970;13.668;0.254;Aix En Provence;France;44.20N;4.47E
01/06/1970;19.317;0.299;Aix En Provence;France;44.20N;4.47E
01/07/1970;20.561;0.199;Aix En Provence;France;44.20N;4.47E
01/08/1970;20.219;0.196;Aix En Provence;France;44.20N;4.47E
01/09/1970;18.13;0.281;Aix En Provence;France;44.20N;4.47E
01/10/1970;11.656;0.442;Aix En Provence;France;44.20N;4.47E
01/11/1970;8.65;0.354;Aix En Provence;France;44.20N;4.47E
01/12/1970;2.056;0.46;Aix En Provence;France;44.20N;4.47E
01/01/1971;2.159;0.935;Aix En Provence;France;44.20N;4.47E
01/02/1971;4.216;0.32;Aix En Provence;France;44.20N;4.47E
01/03/1971;3.759;0.562;Aix En Provence;France;44.20N;4.47E
01/04/1971;11.679;0.312;Aix En Provence;France;44.20N;4.47E
01/05/1971;14.494;0.326;Aix En Provence;France;44.20N;4.47E
01/06/1971;16.891;0.324;Aix En Provence;France;44.20N;4.47E
01/07/1971;21.518;0.501;Aix En Provence;France;44.20N;4.47E
01/08/1971;21.372;0.275;Aix En Provence;France;44.20N;4.47E
01/09/1971;16.9;0.279;Aix En Provence;France;44.20N;4.47E
01/10/1971;13.08;0.44;Aix En Provence;France;44.20N;4.47E
01/11/1971;5.26;0.271;Aix En Provence;France;44.20N;4.47E
01/12/1971;4.738;0.738;Aix En Provence;France;44.20N;4.47E
01/01/1972;3.472;0.689;Aix En Provence;France;44.20N;4.47E
01/02/1972;5.939;0.483;Aix En Provence;France;44.20N;4.47E
01/03/1972;8.324;0.263;Aix En Provence;France;44.20N;4.47E
01/04/1972;9.614;0.4;Aix En Provence;France;44.20N;4.47E
01/05/1972;13.19;0.37;Aix En Provence;France;44.20N;4.47E
01/06/1972;16.491;0.444;Aix En Provence;France;44.20N;4.47E
01/07/1972;20.547;0.282;Aix En Provence;France;44.20N;4.47E
01/08/1972;18.644;0.329;Aix En Provence;France;44.20N;4.47E
01/09/1972;14.159;0.348;Aix En Provence;France;44.20N;4.47E
01/10/1972;11.383;0.331;Aix En Provence;France;44.20N;4.47E
01/11/1972;7.821;0.288;Aix En Provence;France;44.20N;4.47E
01/12/1972;4.281;0.713;Aix En Provence;France;44.20N;4.47E
01/01/1973;2.597;0.417;Aix En Provence;France;44.20N;4.47E
01/02/1973;2.948;0.254;Aix En Provence;France;44.20N;4.47E
01/03/1973;6.214;0.397;Aix En Provence;France;44.20N;4.47E
01/04/1973;8.229;0.314;Aix En Provence;France;44.20N;4.47E
01/05/1973;15.197;0.451;Aix En Provence;France;44.20N;4.47E
01/06/1973;18.753;0.284;Aix En Provence;France;44.20N;4.47E
01/07/1973;20.805;0.367;Aix En Provence;France;44.20N;4.47E
01/08/1973;21.94;0.422;Aix En Provence;France;44.20N;4.47E
01/09/1973;17.966;0.287;Aix En Provence;France;44.20N;4.47E
01/10/1973;10.928;0.352;Aix En Provence;France;44.20N;4.47E
01/11/1973;7.346;0.237;Aix En Provence;France;44.20N;4.47E
01/12/1973;3.383;0.205;Aix En Provence;France;44.20N;4.47E
01/01/1974;5.804;0.46;Aix En Provence;France;44.20N;4.47E
01/02/1974;5.123;0.352;Aix En Provence;France;44.20N;4.47E
01/03/1974;7.794;0.335;Aix En Provence;France;44.20N;4.47E
01/04/1974;9.362;0.228;Aix En Provence;France;44.20N;4.47E
01/05/1974;13.846;0.302;Aix En Provence;France;44.20N;4.47E
01/06/1974;17.67;0.344;Aix En Provence;France;44.20N;4.47E
01/07/1974;20.678;0.159;Aix En Provence;France;44.20N;4.47E
01/08/1974;21.02;0.291;Aix En Provence;France;44.20N;4.47E
01/09/1974;15.601;0.228;Aix En Provence;France;44.20N;4.47E
01/10/1974;7.498;0.219;Aix En Provence;France;44.20N;4.47E
01/11/1974;7.353;0.311;Aix En Provence;France;44.20N;4.47E
01/12/1974;6.033;0.678;Aix En Provence;France;44.20N;4.47E
01/01/1975;5.526;0.182;Aix En Provence;France;44.20N;4.47E
01/02/1975;5.586;0.359;Aix En Provence;France;44.20N;4.47E
01/03/1975;5.713;0.248;Aix En Provence;France;44.20N;4.47E
01/04/1975;9.899;0.247;Aix En Provence;France;44.20N;4.47E
01/05/1975;13.36;0.376;Aix En Provence;France;44.20N;4.47E
01/06/1975;17.133;0.381;Aix En Provence;France;44.20N;4.47E
01/07/1975;21.18;0.321;Aix En Provence;France;44.20N;4.47E
01/08/1975;21.066;0.49;Aix En Provence;France;44.20N;4.47E
01/09/1975;17.081;0.347;Aix En Provence;France;44.20N;4.47E
01/10/1975;10.523;0.304;Aix En Provence;France;44.20N;4.47E
01/11/1975;6.663;0.15;Aix En Provence;France;44.20N;4.47E
01/12/1975;2.792;0.379;Aix En Provence;France;44.20N;4.47E
01/01/1976;3.754;0.159;Aix En Provence;France;44.20N;4.47E
01/02/1976;5.494;0.356;Aix En Provence;France;44.20N;4.47E
01/03/1976;7.052;0.284;Aix En Provence;France;44.20N;4.47E
01/04/1976;9.257;0.277;Aix En Provence;France;44.20N;4.47E
01/05/1976;15.332;0.459;Aix En Provence;France;44.20N;4.47E
01/06/1976;20.551;0.373;Aix En Provence;France;44.20N;4.47E
01/07/1976;21.675;0.441;Aix En Provence;France;44.20N;4.47E
01/08/1976;19.792;0.14;Aix En Provence;France;44.20N;4.47E
01/09/1976;15.198;0.322;Aix En Provence;France;44.20N;4.47E
01/10/1976;11.359;0.412;Aix En Provence;France;44.20N;4.47E
01/11/1976;6.089;0.151;Aix En Provence;France;44.20N;4.47E
01/12/1976;3.643;0.258;Aix En Provence;France;44.20N;4.47E
01/01/1977;3.678;0.219;Aix En Provence;France;44.20N;4.47E
01/02/1977;6.75;0.272;Aix En Provence;France;44.20N;4.47E
01/03/1977;8.822;0.3;Aix En Provence;France;44.20N;4.47E
01/04/1977;9.685;0.17;Aix En Provence;France;44.20N;4.47E
01/05/1977;12.66;0.252;Aix En Provence;France;44.20N;4.47E
01/06/1977;16.402;0.231;Aix En Provence;France;44.20N;4.47E
01/07/1977;19.211;0.342;Aix En Provence;France;44.20N;4.47E
01/08/1977;18.317;0.229;Aix En Provence;France;44.20N;4.47E
01/09/1977;15.679;0.287;Aix En Provence;France;44.20N;4.47E
01/10/1977;13.469;0.249;Aix En Provence;France;44.20N;4.47E
01/11/1977;6.793;0.282;Aix En Provence;France;44.20N;4.47E
01/12/1977;4.802;0.312;Aix En Provence;France;44.20N;4.47E
01/01/1978;2.692;0.188;Aix En Provence;France;44.20N;4.47E
01/02/1978;4.062;0.291;Aix En Provence;France;44.20N;4.47E
01/03/1978;7.837;0.182;Aix En Provence;France;44.20N;4.47E
01/04/1978;8.294;0.213;Aix En Provence;France;44.20N;4.47E
01/05/1978;12.782;0.252;Aix En Provence;France;44.20N;4.47E
01/06/1978;16.654;0.144;Aix En Provence;France;44.20N;4.47E
01/07/1978;19.721;0.215;Aix En Provence;France;44.20N;4.47E
01/08/1978;19.417;0.307;Aix En Provence;France;44.20N;4.47E
01/09/1978;17.304;0.238;Aix En Provence;France;44.20N;4.47E
